property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,servant room,furnishing_type,luxury_category,floor_category
flat,manesar,1.65,4,3,3,New Property,3491.37,Yes,unfurnished,Low,Mid Floor
house,sector 25,6.5,9,9,3+,Old Property,2138.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 109,1.75,3,4,3+,Relatively New,2149.98,Yes,unfurnished,Medium,Low Floor
flat,sector 106,3.9,3,3,0,Relatively New,2707.0,No,unfurnished,Medium,High Floor
house,sector 49,4.05,3,3,3,Moderately Old,2339.46,Yes,unfurnished,Low,Low Floor
flat,sector 61,1.7,2,2,2,Under Construction,1396.31,No,unfurnished,Medium,Mid Floor
flat,sector 37d,1.1,3,3,3,Relatively New,1800.05,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.35,2,2,1,New Property,784.41,No,unfurnished,Medium,Low Floor
flat,sohna road,0.27,2,2,2,New Property,575.98,No,unfurnished,Low,Mid Floor
flat,sector 83,0.75,3,3,3,New Property,1340.0,No,semifurnished,Low,Mid Floor
house,sector 7,1.3,5,3,2,Old Property,1064.0,No,unfurnished,Low,Mid Floor
flat,sector 49,3.6,4,5,3,Moderately Old,3766.02,Yes,furnished,Low,Mid Floor
flat,sector 63a,2.0,3,3,2,Under Construction,1702.0,No,unfurnished,Low,Low Floor
flat,sector 54,1.5,3,3,3+,Moderately Old,1849.99,No,semifurnished,Medium,Mid Floor
flat,sector 93,1.45,3,4,2,Relatively New,1805.0,No,semifurnished,Medium,High Floor
flat,sector 84,0.85,2,2,3,New Property,1350.01,No,unfurnished,Low,Mid Floor
flat,sector 79,1.3,3,3,3+,Relatively New,1619.97,No,semifurnished,Medium,Low Floor
flat,sector 95,0.32,2,2,1,Relatively New,684.68,No,semifurnished,Medium,Mid Floor
flat,sector 37c,1.1,3,4,3,Relatively New,2035.02,Yes,unfurnished,Low,Mid Floor
flat,sector 79,1.4,3,3,3,New Property,1858.22,No,semifurnished,Medium,Low Floor
house,sector 50,13.2,6,6,0,Moderately Old,5371.0,No,unfurnished,Low,Low Floor
flat,sector 77,1.5,3,3,3,Relatively New,1450.0,No,semifurnished,Medium,Mid Floor
house,sector 50,12.5,6,5,3,Moderately Old,3401.0,Yes,semifurnished,Low,Mid Floor
flat,sector 109,1.65,3,3,3,Relatively New,1745.04,No,semifurnished,High,High Floor
house,sector 39,1.6,1,1,2,Old Property,986.0,No,unfurnished,Low,Low Floor
house,sector 66,9.0,4,4,3+,Relatively New,5553.96,Yes,semifurnished,Medium,Low Floor
flat,sector 104,0.2,1,2,2,New Property,375.06,No,unfurnished,Medium,Mid Floor
house,sector 25,7.6,9,9,3,Relatively New,2138.0,No,semifurnished,Medium,Mid Floor
house,sector 109,5.7,4,4,3+,Relatively New,5967.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 92,1.0,4,4,3,Relatively New,2313.0,No,unfurnished,Low,Mid Floor
flat,sector 95,2.0,3,4,3+,New Property,1964.95,Yes,unfurnished,Low,Mid Floor
flat,sohna road,0.3,2,2,2,Relatively New,797.99,No,unfurnished,Low,Mid Floor
flat,sector 95,0.2,1,1,1,Relatively New,456.61,No,unfurnished,Medium,Low Floor
flat,sector 107,0.5,2,2,2,New Property,698.19,No,unfurnished,Low,High Floor
house,sector 72,8.5,5,6,3+,Relatively New,6962.0,Yes,semifurnished,Medium,Mid Floor
house,sector 28,12.0,4,5,3+,Relatively New,3143.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 81,0.9,2,2,3,New Property,1360.02,No,unfurnished,Medium,Mid Floor
flat,sector 72,3.3,3,3,3+,Relatively New,2145.03,Yes,semifurnished,High,Mid Floor
flat,sector 7,0.36,2,2,1,Relatively New,773.0,No,unfurnished,Low,Low Floor
house,sector 24,4.5,10,8,3+,Relatively New,1650.22,Yes,semifurnished,Medium,Mid Floor
flat,sector 90,0.65,2,2,3,Moderately Old,1350.01,No,semifurnished,Medium,Mid Floor
flat,sector 37d,1.36,3,3,3,Under Construction,1696.0,No,unfurnished,Low,Low Floor
flat,sector 90,0.66,2,2,3,Relatively New,1299.96,No,unfurnished,Medium,Mid Floor
flat,sector 74,1.5,2,2,3,Relatively New,1399.95,No,unfurnished,High,High Floor
flat,sector 104,1.2,3,2,3+,Relatively New,1803.27,No,semifurnished,Medium,High Floor
flat,sector 10a,0.9,2,2,3,New Property,1199.96,No,unfurnished,Medium,Mid Floor
flat,sector 106,1.15,3,3,3,Relatively New,1760.01,Yes,semifurnished,High,High Floor
house,sector 43,2.55,3,3,2,Relatively New,2138.0,No,semifurnished,Medium,Mid Floor
house,sector 33,1.35,2,2,2,New Property,1337.0,No,furnished,Medium,Mid Floor
flat,sector 77,0.86,2,2,2,New Property,1342.04,No,semifurnished,Medium,High Floor
flat,sector 92,0.45,2,2,1,New Property,731.11,No,semifurnished,Low,Mid Floor
flat,sector 2,0.95,2,3,2,Old Property,1620.75,No,semifurnished,Low,Low Floor
flat,manesar,0.75,3,3,3+,Moderately Old,2115.0,Yes,unfurnished,Low,Mid Floor
flat,sector 102,2.5,3,3,3,Under Construction,1826.96,No,unfurnished,High,High Floor
flat,sector 69,2.6,4,4,3+,Moderately Old,2400.03,Yes,unfurnished,Low,Mid Floor
flat,sohna road,0.27,2,2,2,Relatively New,684.0,No,unfurnished,Low,Mid Floor
flat,sohna road,0.56,2,2,3,New Property,1024.82,No,unfurnished,Medium,Mid Floor
flat,sector 99a,0.3,2,1,2,New Property,553.05,No,unfurnished,Medium,Mid Floor
flat,sector 79,1.1,2,2,3,New Property,958.0,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.48,2,2,2,Under Construction,1098.99,No,unfurnished,Low,High Floor
flat,sector 83,1.72,3,3,3,Relatively New,1900.04,Yes,semifurnished,High,Mid Floor
flat,sector 99a,0.31,2,2,2,New Property,654.43,No,unfurnished,Medium,Mid Floor
house,sector 43,11.5,7,8,3+,Old Property,9087.34,Yes,semifurnished,Low,Mid Floor
flat,sector 69,2.0,4,4,1,Relatively New,2452.97,No,unfurnished,Medium,High Floor
house,sector 43,8.25,5,6,3+,Moderately Old,2984.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 83,1.25,3,3,2,Moderately Old,1980.02,Yes,unfurnished,Medium,High Floor
flat,sector 63,3.0,3,3,3+,Relatively New,1856.76,Yes,semifurnished,Low,High Floor
flat,sector 67,2.65,3,3,3,Relatively New,2046.97,No,semifurnished,High,Low Floor
flat,sector 33,2.1,3,3,2,Under Construction,1788.96,No,unfurnished,Low,Mid Floor
house,sector 70a,5.4,4,5,3+,Relatively New,2884.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 104,2.6,3,4,3+,Relatively New,2449.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 69,1.75,4,4,2,Relatively New,2010.05,No,semifurnished,Medium,Mid Floor
house,sector 47,5.15,9,9,3+,Relatively New,2138.0,No,semifurnished,Medium,Mid Floor
flat,sector 79,0.8,2,2,3+,New Property,1295.0,No,unfurnished,Low,Mid Floor
flat,sector 89,1.16,3,2,3,New Property,1102.98,No,unfurnished,Low,Low Floor
flat,sohna road,0.39,2,2,2,Relatively New,950.02,No,unfurnished,Low,Mid Floor
flat,sector 108,2.6,3,3,2,New Property,1711.03,No,unfurnished,Low,High Floor
flat,sector 37c,0.95,2,2,0,Under Construction,1744.0,Yes,unfurnished,Medium,High Floor
flat,sector 88a,2.65,3,3,3+,New Property,1675.7,No,unfurnished,Medium,Mid Floor
house,sector 43,5.75,4,4,2,Old Property,2138.0,Yes,unfurnished,Low,Low Floor
flat,sector 69,1.68,4,4,2,Relatively New,2010.05,No,unfurnished,Medium,Mid Floor
flat,sector 92,1.07,4,3,3,Under Construction,2254.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 107,1.65,4,5,3+,Relatively New,2768.04,Yes,unfurnished,Low,High Floor
flat,sector 25,3.4,4,4,3,Old Property,3079.69,Yes,unfurnished,Low,Low Floor
flat,sector 95,0.9,3,3,1,Relatively New,2210.0,No,unfurnished,Medium,High Floor
house,sector 67,8.0,6,7,3+,Moderately Old,3978.0,Yes,semifurnished,High,Mid Floor
flat,sector 102,0.97,2,2,2,Relatively New,915.04,No,unfurnished,Medium,High Floor
flat,sector 85,1.15,2,2,3+,Relatively New,1639.99,No,unfurnished,High,High Floor
flat,sector 60,3.8,4,5,3,Moderately Old,2800.01,Yes,semifurnished,Medium,High Floor
flat,sector 113,2.0,3,3,2,Under Construction,1664.96,No,unfurnished,Low,High Floor
flat,sector 85,1.05,2,2,3,Relatively New,1639.99,No,unfurnished,Low,High Floor
house,sector 45,16.0,6,7,3+,Relatively New,4972.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 68,1.15,2,2,3,New Property,1244.95,No,unfurnished,Low,Mid Floor
flat,sector 99a,1.05,2,2,3,Relatively New,1550.0,No,unfurnished,Low,Low Floor
flat,sector 68,1.7,4,4,3,New Property,1998.96,No,unfurnished,Low,Low Floor
flat,sector 102,1.4,2,2,2,New Property,1349.04,No,semifurnished,Low,High Floor
flat,sector 95,0.46,2,2,0,New Property,1094.0,No,unfurnished,Low,Mid Floor
flat,sector 61,2.2,3,3,2,Under Construction,2032.44,No,unfurnished,Low,Mid Floor
flat,sector 92,0.6,2,2,3,Under Construction,1319.98,No,unfurnished,Low,High Floor
flat,sohna road,0.91,2,2,3,New Property,1350.01,No,unfurnished,Medium,Low Floor
flat,sector 37d,1.65,4,3,3+,Relatively New,2190.99,No,semifurnished,Medium,Mid Floor
flat,sector 102,2.0,3,4,3+,Relatively New,2149.01,Yes,semifurnished,High,High Floor
flat,sector 71,1.25,3,4,2,Relatively New,1743.0,Yes,furnished,Medium,High Floor
flat,sector 109,1.7,3,3,3+,Relatively New,2545.02,Yes,unfurnished,High,Mid Floor
flat,sector 104,0.65,3,2,2,New Property,951.57,No,unfurnished,Medium,Mid Floor
flat,sector 103,1.9,3,4,3+,Relatively New,4170.02,Yes,semifurnished,Low,Mid Floor
house,sector 70a,4.6,4,4,3+,Moderately Old,2884.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 82a,1.8,3,3,3+,Relatively New,1818.02,Yes,furnished,High,Mid Floor
flat,sector 103,2.36,4,6,3+,Relatively New,2875.04,Yes,semifurnished,High,Mid Floor
flat,sector 65,1.9,2,2,2,Relatively New,1501.0,No,unfurnished,Low,High Floor
house,sector 26,16.0,4,4,3,Relatively New,4972.0,No,unfurnished,Low,Low Floor
flat,sector 92,1.55,3,3,3,Relatively New,1994.98,Yes,semifurnished,Medium,High Floor
flat,sector 99,0.5,2,1,2,New Property,731.81,No,unfurnished,Low,Mid Floor
house,sector 7,0.89,5,3,2,Old Property,527.0,No,unfurnished,Low,Low Floor
flat,sector 90,0.64,2,2,3,Old Property,1299.96,No,unfurnished,Medium,Mid Floor
house,sector 26,18.25,7,9,3+,Relatively New,12469.32,Yes,semifurnished,Medium,Mid Floor
flat,sector 60,3.75,4,5,3,Relatively New,2800.01,Yes,unfurnished,High,High Floor
flat,sector 31,1.2,3,2,2,Moderately Old,1650.0,No,furnished,Medium,Low Floor
flat,sector 69,1.68,3,3,2,Relatively New,1667.97,No,unfurnished,High,Low Floor
house,sector 4,3.3,3,3,2,Old Property,2486.0,No,unfurnished,Low,Low Floor
house,sector 91,2.5,4,4,3+,Moderately Old,3757.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 48,1.86,3,3,3+,Moderately Old,2429.95,Yes,semifurnished,Medium,Mid Floor
flat,sector 95,0.29,2,2,2,Relatively New,560.05,No,unfurnished,Medium,High Floor
flat,sector 84,0.39,2,2,0,Relatively New,599.98,No,unfurnished,Low,Mid Floor
flat,sector 67,2.95,3,3,3,Relatively New,2411.01,Yes,semifurnished,High,Mid Floor
flat,sohna road,0.21,1,1,0,Relatively New,535.0,No,unfurnished,Low,Low Floor
flat,sector 56,2.45,4,4,3+,Relatively New,3000.01,No,semifurnished,Medium,Low Floor
flat,sector 67a,1.5,2,2,2,Relatively New,1683.37,No,semifurnished,Low,Mid Floor
flat,sector 88a,1.0,2,2,3,Relatively New,1808.0,No,unfurnished,Medium,Mid Floor
flat,sector 99a,1.38,4,5,3+,Relatively New,2352.02,Yes,unfurnished,Low,Low Floor
house,sector 46,5.65,8,6,3+,Moderately Old,2616.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 2,0.56,1,1,2,Moderately Old,810.41,No,unfurnished,Medium,Mid Floor
flat,sector 61,1.5,2,2,2,Under Construction,1496.12,No,unfurnished,Low,Low Floor
flat,sector 102,3.0,4,4,3+,Relatively New,3566.35,No,semifurnished,Medium,Mid Floor
flat,sector 65,2.85,4,4,3+,Relatively New,1974.96,Yes,semifurnished,High,Low Floor
flat,sector 107,1.21,3,3,3,Moderately Old,1942.99,No,semifurnished,Medium,Mid Floor
flat,sector 85,0.72,3,3,2,Moderately Old,1474.98,No,unfurnished,Low,Mid Floor
flat,sector 106,0.88,2,2,3+,Relatively New,1384.99,No,unfurnished,Low,Low Floor
house,sector 17b,8.5,4,4,2,Old Property,4765.2,Yes,semifurnished,Low,Low Floor
house,sector 7,2.8,10,7,3,Old Property,2486.0,Yes,semifurnished,Low,Low Floor
flat,sector 82a,1.85,3,3,3,Moderately Old,1818.02,No,unfurnished,Low,High Floor
flat,sector 67a,1.62,3,3,2,New Property,1726.96,No,semifurnished,Medium,Mid Floor
flat,sector 112,3.4,3,3,2,Relatively New,2801.95,No,semifurnished,High,High Floor
flat,sector 76,1.08,3,3,3,New Property,1960.0,Yes,unfurnished,Medium,Low Floor
flat,sector 90,1.24,3,3,3+,Relatively New,1754.95,No,unfurnished,Medium,Mid Floor
flat,sector 49,2.9,4,4,3+,Moderately Old,2383.02,Yes,unfurnished,Medium,Mid Floor
flat,sector 83,1.25,3,2,1,Relatively New,1827.0,Yes,furnished,High,Mid Floor
house,sector 23,2.7,5,5,2,Old Property,1602.0,No,semifurnished,Low,Mid Floor
house,sector 48,6.4,3,4,3,Relatively New,2332.92,Yes,semifurnished,Medium,Low Floor
flat,sector 79,1.18,2,2,3,Relatively New,1382.95,No,unfurnished,High,Mid Floor
flat,sector 2,0.56,1,1,2,Moderately Old,811.57,No,unfurnished,Medium,Mid Floor
flat,sector 103,0.88,2,2,3,New Property,1360.99,No,unfurnished,Medium,Mid Floor
flat,sector 89,1.0,2,2,3,New Property,1383.9,No,unfurnished,Medium,Mid Floor
house,sector 72,3.1,5,5,3+,Relatively New,4036.0,No,unfurnished,Low,High Floor
flat,sector 91,0.89,2,2,3+,Relatively New,1404.04,No,semifurnished,Low,Mid Floor
house,sector 50,7.1,5,4,3,Moderately Old,2544.41,No,semifurnished,Medium,Low Floor
flat,sector 85,2.1,3,4,3+,Relatively New,2407.99,Yes,unfurnished,High,Mid Floor
flat,sector 61,2.2,3,3,2,Under Construction,1995.19,No,unfurnished,Low,Low Floor
flat,sector 61,1.65,2,2,2,Under Construction,1496.12,No,unfurnished,Low,Low Floor
flat,sector 24,4.25,3,4,3+,Old Property,3200.0,Yes,semifurnished,Medium,Mid Floor
flat,gwal pahari,5.9,4,4,3+,Moderately Old,5912.0,No,unfurnished,Medium,Low Floor
house,sector 37d,1.27,3,3,3,Under Construction,1735.0,No,unfurnished,Medium,Mid Floor
house,sector 4,0.92,4,4,3,Moderately Old,666.0,No,unfurnished,Low,Mid Floor
flat,sector 106,0.92,2,2,3+,Relatively New,1384.99,No,unfurnished,High,Low Floor
flat,sohna road,0.78,2,2,3,Under Construction,1350.01,No,unfurnished,Medium,Mid Floor
flat,sector 69,0.6,2,1,1,Relatively New,748.33,No,unfurnished,Low,High Floor
flat,sector 90,0.5,2,2,1,New Property,699.98,No,unfurnished,Low,Mid Floor
flat,sector 77,0.8,2,2,2,Relatively New,1342.04,No,semifurnished,Low,Mid Floor
house,sector 105,0.65,3,2,1,Relatively New,796.0,No,unfurnished,Low,Low Floor
house,sector 3 phase 3 extension,0.85,1,1,0,Relatively New,1105.0,No,unfurnished,Low,Low Floor
flat,sector 70a,1.65,2,2,3,New Property,1261.96,No,unfurnished,Medium,High Floor
house,sector 50,15.0,4,4,2,Moderately Old,4972.0,Yes,unfurnished,High,Low Floor
flat,sector 33,1.62,3,4,3+,New Property,1503.34,Yes,unfurnished,Medium,Mid Floor
house,sohna road road,0.49,2,2,1,New Property,1271.0,No,unfurnished,Low,Mid Floor
house,sector 105,0.7,3,2,2,Moderately Old,1326.0,No,unfurnished,Low,Low Floor
flat,sector 71,0.55,2,2,1,Relatively New,639.05,No,semifurnished,Low,Mid Floor
flat,sector 66,3.5,3,4,3,Relatively New,2200.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 81,0.88,2,2,3,Relatively New,1360.02,No,semifurnished,Medium,Mid Floor
flat,sector 37d,1.79,4,3,3,Relatively New,1998.0,No,semifurnished,Low,High Floor
flat,sohna road,0.38,2,2,2,Relatively New,825.89,No,unfurnished,Low,Mid Floor
flat,sector 108,2.08,4,4,3+,Relatively New,2783.07,Yes,unfurnished,Medium,Mid Floor
flat,sector 81,3.0,4,5,2,Relatively New,3185.04,Yes,semifurnished,Medium,Mid Floor
flat,sector 48,1.38,3,3,1,Relatively New,1808.0,No,unfurnished,Medium,Low Floor
flat,sector 85,1.3,2,2,3+,Relatively New,1670.99,No,unfurnished,Medium,High Floor
flat,sector 90,1.75,4,4,3+,Relatively New,2727.03,Yes,unfurnished,Medium,High Floor
flat,sector 7,0.8,3,2,1,Relatively New,1234.44,No,semifurnished,Medium,Mid Floor
flat,sector 99,0.82,2,2,3,New Property,1508.0,No,unfurnished,Medium,Low Floor
flat,gwal pahari,0.95,3,3,3,Old Property,1995.19,No,unfurnished,Low,High Floor
flat,sector 67a,1.4,2,2,2,Relatively New,1484.02,No,unfurnished,Medium,Mid Floor
flat,sector 28,0.9,4,2,3+,Old Property,1551.06,No,unfurnished,Low,Low Floor
house,sector 81,4.35,4,4,3,Relatively New,6055.0,Yes,unfurnished,Medium,Low Floor
house,sector 92,0.85,4,4,3,Relatively New,1926.0,No,unfurnished,Low,Mid Floor
flat,sector 107,0.4,2,2,1,Relatively New,602.02,No,semifurnished,Medium,Mid Floor
flat,sector 72,4.25,4,4,3+,Relatively New,3249.94,Yes,semifurnished,High,Low Floor
flat,sector 69,1.7,4,4,2,Relatively New,2010.05,No,unfurnished,Medium,Low Floor
flat,sector 56,1.59,4,3,3+,Old Property,2000.04,No,semifurnished,Low,Mid Floor
flat,sector 84,0.79,3,3,3+,New Property,1725.02,No,unfurnished,Low,Mid Floor
flat,sector 113,1.32,2,2,2,Relatively New,1275.95,No,unfurnished,Low,Mid Floor
flat,sector 65,2.25,3,3,3,Relatively New,1650.0,Yes,semifurnished,Low,Mid Floor
house,sector 70a,0.9,2,2,3+,New Property,1480.2,Yes,unfurnished,High,Mid Floor
flat,sector 92,0.8,3,3,3,Relatively New,1898.95,No,semifurnished,Medium,Mid Floor
flat,sector 89,0.9,3,3,0,Under Construction,2110.0,No,unfurnished,Medium,High Floor
flat,sector 109,1.7,3,3,3,Moderately Old,1745.04,No,unfurnished,Low,High Floor
house,sector 6,0.66,3,2,1,Old Property,676.0,No,unfurnished,Low,Low Floor
flat,sector 69,1.42,3,3,2,Relatively New,1577.99,No,semifurnished,Medium,Mid Floor
house,sector 4,0.47,3,4,0,Moderately Old,1492.0,No,unfurnished,Low,Mid Floor
flat,sector 43,1.5,3,3,3+,Old Property,1399.95,No,semifurnished,High,Mid Floor
flat,sector 69,1.72,4,4,1,Relatively New,1970.01,No,unfurnished,Medium,High Floor
flat,sector 79,1.3,2,2,2,Relatively New,1470.03,No,semifurnished,Medium,Mid Floor
flat,sohna road,0.34,2,2,1,New Property,784.41,No,unfurnished,Low,Low Floor
flat,sector 7,0.54,2,2,1,Relatively New,1122.23,No,unfurnished,Medium,Mid Floor
flat,sector 2,1.02,2,2,3,Moderately Old,1415.02,No,unfurnished,Medium,High Floor
flat,sector 49,2.1,3,3,3,Moderately Old,1773.0,No,semifurnished,Medium,Mid Floor
house,sector 25,4.35,5,4,3,Old Property,1492.0,Yes,unfurnished,Low,Mid Floor
house,sector 25,10.0,5,5,3+,Moderately Old,10946.21,Yes,furnished,Low,Mid Floor
flat,sector 70a,0.85,2,2,2,Relatively New,930.0,No,semifurnished,Low,Mid Floor
flat,sector 89,1.71,3,2,0,New Property,1572.0,No,unfurnished,Low,Mid Floor
flat,sector 86,1.54,3,3,3+,Relatively New,1929.0,Yes,unfurnished,High,High Floor
flat,sector 56,1.55,3,3,3,Old Property,2000.04,Yes,semifurnished,Medium,Mid Floor
house,sector 70a,6.0,5,4,3,New Property,2984.0,No,unfurnished,Low,Mid Floor
flat,sector 95,1.1,4,3,3,Relatively New,3169.47,Yes,unfurnished,Low,Mid Floor
flat,sector 74,1.47,2,2,3,New Property,1415.02,No,semifurnished,Low,High Floor
flat,sector 107,1.8,3,4,3+,Relatively New,2360.95,Yes,unfurnished,Medium,Low Floor
flat,sector 84,1.5,3,3,3,New Property,2000.04,Yes,unfurnished,Medium,Low Floor
flat,sector 85,1.83,3,3,3+,Under Construction,2280.53,No,unfurnished,Medium,High Floor
flat,sector 50,2.5,3,3,3,Relatively New,2093.04,No,semifurnished,Medium,High Floor
flat,sector 57,5.5,5,6,3+,Moderately Old,5536.0,Yes,semifurnished,High,High Floor
flat,manesar,0.9,3,3,3,Old Property,2587.96,Yes,furnished,Low,Low Floor
house,sector 4,4.12,2,1,3+,Moderately Old,5122.0,No,unfurnished,Low,Low Floor
flat,sector 113,1.65,3,2,2,Relatively New,1578.96,No,unfurnished,Low,Mid Floor
house,sector 108,10.5,5,4,3+,Relatively New,8101.0,No,unfurnished,Medium,Low Floor
flat,sector 84,0.85,3,3,3+,Relatively New,1725.02,No,unfurnished,Medium,Mid Floor
flat,manesar,1.25,4,4,3+,Moderately Old,3305.91,No,semifurnished,Low,Mid Floor
flat,sector 113,1.85,3,2,2,New Property,1578.96,No,unfurnished,Low,Mid Floor
house,sector 82,5.0,4,4,3+,Relatively New,3580.0,Yes,unfurnished,Low,Mid Floor
flat,sector 89,0.86,2,3,3,Under Construction,1102.98,No,unfurnished,Low,Mid Floor
flat,sector 79,1.25,3,3,3,Relatively New,1490.05,No,semifurnished,Medium,High Floor
flat,sohna road,0.38,2,2,2,Relatively New,665.0,No,unfurnished,Low,Low Floor
flat,sector 85,1.18,2,3,3,Relatively New,1670.99,No,semifurnished,High,High Floor
flat,sector 79,1.95,3,4,3+,New Property,2289.05,Yes,unfurnished,Low,Mid Floor
house,sector 3,0.92,4,1,0,Old Property,666.0,No,unfurnished,Low,Low Floor
flat,sector 65,1.8,2,2,3,New Property,1633.72,No,unfurnished,Medium,High Floor
flat,sector 70a,1.66,3,3,3+,New Property,1976.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 48,4.25,4,5,3+,Moderately Old,4553.02,No,semifurnished,Medium,High Floor
flat,sector 72,6.75,4,4,3+,New Property,4250.02,Yes,semifurnished,High,Low Floor
flat,sohna road,0.91,3,3,3,Relatively New,1794.43,No,unfurnished,High,Low Floor
flat,sector 33,1.3,3,2,3+,New Property,1557.0,No,unfurnished,Low,High Floor
flat,sector 109,1.8,3,3,2,Moderately Old,2029.96,Yes,unfurnished,Medium,Low Floor
flat,sector 92,0.65,3,3,3,Moderately Old,1440.0,No,unfurnished,Medium,Low Floor
flat,sector 68,1.7,4,4,3+,New Property,1998.96,No,unfurnished,Medium,High Floor
flat,sector 95,0.55,2,2,2,New Property,1409.28,No,unfurnished,Medium,High Floor
flat,sector 79,1.35,3,3,3,Relatively New,2425.26,No,unfurnished,Low,Mid Floor
house,sector 48,6.0,4,4,3+,Moderately Old,2984.0,Yes,unfurnished,Medium,Low Floor
flat,sector 63a,3.5,3,3,3,Under Construction,1683.37,No,unfurnished,Low,Low Floor
flat,sector 50,2.35,3,3,3,Moderately Old,2069.04,No,semifurnished,Low,Mid Floor
flat,sector 67,2.85,4,4,3+,Moderately Old,2349.97,Yes,semifurnished,Medium,Mid Floor
house,sector 4,1.1,8,4,3+,Old Property,1989.0,No,unfurnished,Low,Low Floor
flat,sector 112,5.6,4,6,3+,Moderately Old,4856.99,Yes,semifurnished,High,High Floor
house,sector 55,2.8,4,4,0,Old Property,1657.0,No,unfurnished,Low,Low Floor
flat,sector 67,2.32,3,4,3+,Moderately Old,1935.03,Yes,semifurnished,Medium,High Floor
house,sector 55,4.6,3,3,3+,Old Property,2387.0,Yes,semifurnished,Low,Low Floor
flat,sector 56,2.0,4,4,3,Relatively New,2400.03,No,semifurnished,Low,Mid Floor
flat,sector 65,2.85,4,4,3,Relatively New,1974.96,Yes,unfurnished,Low,Low Floor
house,sector 109,5.5,4,4,3+,New Property,2685.0,Yes,unfurnished,Medium,Low Floor
flat,sector 71,0.82,2,2,2,Moderately Old,1199.96,No,unfurnished,Low,Mid Floor
